wetland	bins	bin_length	num_contigs	N50	GC_content	Completeness	Contamination	Strain heterogeneity	domain	phylum	class	order	family	genus	species	metaG_T0_rpkm	metaG_anoxicT1_rpkm	metaG_anoxicT2_rpkm	metaG_anoxicT3_rpkm	metaG_anoxicT4_rpkm	metaG_oxicT1_rpkm	metaG_oxicT2_rpkm	metaG_oxicT3_rpkm	metaG_oxicT4_rpkm	metaT_T0_RPKM	metaT_oxicT1_rpkm	metaT_oxicT2_rpkm	metaT_anoxicT1_rpkm	metaT_anoxicT2_rpkm
Saltmarsh	bin_32	1412261	325	4549	49.01621211	50.29	3.23	0	d__Bacteria	p__Desulfobacterota	c__Syntrophia	o__Syntrophales	f__UBA2210	g__JAFGBH01	s__JAFGBH01 sp016933215	0.090	0.091	NA	0.016	NA	0.086	0.038	NA	NA	0.012	0.005	0.007	0.014	NA
Saltmarsh	bin_33	2646994	444	6769	32.24584658	85	3.22	60	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Yeosuana	s__	0.050	0.080	NA	0.138	NA	0.167	0.090	NA	NA	0.006	0.009	0.008	0.002	NA
Saltmarsh	bin_34	4062817	959	4223	33.91673016	60.03	6.97	8	d__Bacteria	p__Atribacterota	c__JS1	o__SB-45	f__	g__	s__	0.124	0.175	NA	0.297	NA	0.059	0.020	NA	NA	0.007	0.002	0.002	0.012	NA
Saltmarsh	bin_35	3656857	488	9807	40.11640231	92.65	5.37	5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__UBA9300	s__	0.074	0.119	NA	0.117	NA	0.074	0.057	NA	NA	0.004	0.002	0.002	0.012	NA
Saltmarsh	bin_36	1820384	355	5635	58.48776711	67.4	7.26	71.43	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__TCS64	f__TCS64	g__RBG-16-57-9	s__	0.915	0.820	NA	0.212	NA	0.769	0.405	NA	NA	0.018	0.010	0.012	0.041	NA
Saltmarsh	bin_37	3392460	144	42871	48.57907538	93.21	9.68	31.37	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__SZUA-229	f__SZUA-229	g__GCA-2746365	s__	0.146	0.121	NA	0.036	NA	0.547	0.262	NA	NA	0.132	0.080	0.088	0.053	NA
Saltmarsh	bin_38	2712467	279	14293	32.86716197	95.6	0	0	d__Bacteria	p__Marinisomatota	c__Marinisomatia	o__Marinisomatales	f__JAHJCW01	g__JAHJCW01	s__	0.002	0.005	NA	1.375	NA	0.001	0.001	NA	NA	0.001	0.000	0.001	0.004	NA
Saltmarsh	bin_39	3352704	161	43187	65.16213191	97.28	3.92	29.63	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rhodanobacter	s__	0.090	0.050	NA	0.005	NA	2.181	2.039	NA	NA	0.173	0.292	0.303	0.025	NA
Saltmarsh	bin_4	3136815	149	42805	42.43853836	93.29	2.24	20	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__SZUA-229	f__SZUA-229	g__	s__	0.142	0.090	NA	0.010	NA	0.360	0.206	NA	NA	0.052	0.036	0.043	0.004	NA
Saltmarsh	bin_40	3614761	388	13014	65.24503557	92.04	1.53	22.22	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiohalocapsa	s__	0.245	0.277	NA	0.106	NA	0.325	0.235	NA	NA	0.114	0.088	0.087	0.132	NA
Saltmarsh	bin_41	3275553	106	75110	47.61015692	98.1	4.4	36.36	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__SR-FBR-E99	s__	0.102	0.165	NA	1.027	NA	0.130	0.101	NA	NA	0.003	0.001	0.002	0.009	NA
Saltmarsh	bin_42	3255900	146	42254	38.32964188	95.03	1.61	16.67	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__	g__	s__	0.200	0.051	NA	0.001	NA	0.439	0.178	NA	NA	0.146	0.135	0.112	0.050	NA
Saltmarsh	bin_43	5164009	319	30364	42.91784459	98.84	2.75	40	d__Bacteria	p__Calditrichota	c__Calditrichia	o__JAJRVZ01	f__JAJRVZ01	g__	s__	0.236	0.244	NA	0.130	NA	0.121	0.063	NA	NA	0.008	0.002	0.003	0.018	NA
Saltmarsh	bin_44	790975	36	50642	36.44658378	79.44	1.87	0	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__CSSed11-243R1	f__	g__	s__	0.155	0.161	NA	0.068	NA	0.181	0.134	NA	NA	0.038	0.028	0.040	0.022	NA
Saltmarsh	bin_45	6315164	470	20907	64.21555101	88.34	2.76	0	d__Bacteria	p__Myxococcota	c__B64-G9	o__B64-G9	f__B64-G9	g__	s__	0.159	0.132	NA	0.007	NA	0.118	0.095	NA	NA	0.141	0.063	0.071	0.221	NA
Saltmarsh	bin_46	3902086	912	4261	52.62891676	55.99	6.24	41.67	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__HGW-15	g__	s__	0.144	0.155	NA	0.070	NA	0.112	0.051	NA	NA	0.015	0.008	0.007	0.052	NA
Saltmarsh	bin_47	3245442	236	21046	39.36398336	95.17	2.24	70	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Alteromonadaceae	g__GCA-2401725	s__	0.042	0.016	NA	0.000	NA	0.562	0.307	NA	NA	0.090	0.106	0.077	0.202	NA
Saltmarsh	bin_48	3064461	345	12186	65.67436875	90.11	8.78	71.15	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__	0.004	0.004	NA	0.002	NA	0.279	0.429	NA	NA	0.002	0.009	0.011	0.001	NA
Saltmarsh	bin_49	4411992	731	6911	29.50838758	83.47	9.58	28.07	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Lutibacter	s__	0.001	0.035	NA	0.031	NA	0.205	0.684	NA	NA	0.000	0.012	0.026	0.001	NA
Saltmarsh	bin_5	4363455	107	84949	51.18506773	96.98	3.04	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__GCA-2748055	g__GCA-2748055	s__	0.370	0.435	NA	0.280	NA	0.244	0.183	NA	NA	0.018	0.020	0.029	0.057	NA
Saltmarsh	bin_50	2792817	133	65947	33.70633941	98.9	3.3	0	d__Bacteria	p__Marinisomatota	c__Marinisomatia	o__Marinisomatales	f__JAHJCW01	g__JAHJCW01	s__	0.004	0.009	NA	2.922	NA	0.002	0.001	NA	NA	0.003	0.002	0.002	0.004	NA
Saltmarsh	bin_51	3295650	119	53735	40.23687565	88.81	4.05	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA10428	g__G020354785	s__	0.425	0.478	NA	0.432	NA	0.395	0.223	NA	NA	0.018	0.013	0.015	0.041	NA
Saltmarsh	bin_52	3554806	693	5567	42.52751926	81.25	9.46	56.25	d__Bacteria	p__Calditrichota	c__Calditrichia	o__RBG-13-44-9	f__RBG-13-44-9	g__	s__	0.085	0.111	NA	0.065	NA	0.113	0.150	NA	NA	0.013	0.010	0.016	0.074	NA
Saltmarsh	bin_53	2181192	211	17151	53.26825874	77.63	4.91	30	d__Bacteria	p__Desulfobacterota_F	c__B13-G15	o__B13-G15	f__RBG-16-54-18	g__	s__	0.322	0.264	NA	0.089	NA	0.215	0.136	NA	NA	0.019	0.010	0.014	0.034	NA
Saltmarsh	bin_54	1333757	51	48771	36.65738877	67.16	0.89	0	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12075	g__	s__	0.452	0.575	NA	0.805	NA	0.555	0.436	NA	NA	0.038	0.023	0.025	0.070	NA
Saltmarsh	bin_55	2748902	167	27416	65.43050209	86.26	1.72	100	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Demequinaceae	g__Demequina	s__	0.004	0.080	NA	0.100	NA	0.755	0.855	NA	NA	0.001	0.031	0.063	0.002	NA
Saltmarsh	bin_56	1274182	218	6752	45.35314891	66.53	5.61	28.57	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BIN-L-1	s__	1.030	0.905	NA	0.251	NA	0.818	0.345	NA	NA	0.175	0.057	0.072	0.175	NA
Saltmarsh	bin_57	4212488	831	5414	49.48930929	70.03	8.29	13.33	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__	s__	0.026	0.036	NA	0.252	NA	0.030	0.018	NA	NA	0.001	0.001	0.001	0.002	NA
Saltmarsh	bin_58	2653480	97	64355	47.42085537	97.75	3.37	100	d__Bacteria	p__WOR-3	c__WOR-3	o__SM23-42	f__SM23-42	g__SM23-42	s__	0.291	0.423	NA	0.410	NA	0.374	0.091	NA	NA	0.020	0.009	0.014	0.018	NA
Saltmarsh	bin_59	2925034	89	64781	65.07472442	92.31	4.27	0	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__UBA5794	g__JAHEEL01	s__	0.064	0.191	NA	0.520	NA	0.108	0.169	NA	NA	0.010	0.010	0.014	0.021	NA
Saltmarsh	bin_6	4680857	432	16566	46.80939358	77.1	6.45	57.14	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__4484-190-2	s__	0.210	0.290	NA	0.405	NA	0.088	0.077	NA	NA	0.017	0.006	0.008	0.027	NA
Saltmarsh	bin_60	3215758	466	8500	43.92041716	62.02	7.49	61.11	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__UBA11574	g__S5133MH16	s__	0.618	0.659	NA	0.197	NA	0.163	0.056	NA	NA	0.051	0.008	0.008	0.083	NA
Saltmarsh	bin_61	2392127	200	18632	35.59965121	94.27	2.31	45.45	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Polaribacter_A	s__	0.003	0.003	NA	0.001	NA	0.549	0.236	NA	NA	0.001	0.023	0.010	0.000	NA
Saltmarsh	bin_62	1001816	28	57202	44.16452632	81.31	1.4	50	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__B33-G15	f__	g__	s__	0.279	0.169	NA	0.027	NA	0.170	0.091	NA	NA	0.014	0.006	0.007	0.057	NA
Saltmarsh	bin_63	4453844	318	21973	62.80840333	95.48	0.65	0	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__JAABRJ01	g__JAABRJ01	s__JAABRJ01 sp022340425	0.088	0.246	NA	0.178	NA	0.034	0.067	NA	NA	0.009	0.003	0.006	0.045	NA
Saltmarsh	bin_64	3140924	46	153742	35.75819387	100	0	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Crocinitomicaceae	g__UBA4466	s__	0.004	0.002	NA	0.001	NA	1.206	0.962	NA	NA	0.001	0.057	0.044	0.000	NA
Saltmarsh	bin_65	3597200	657	6025	50.35897198	75.04	4.21	8.33	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__SM23-62	g__	s__	0.136	0.076	NA	0.042	NA	0.064	0.045	NA	NA	0.009	0.005	0.007	0.025	NA
Saltmarsh	bin_66	708027	152	4654	46.98794499	57.04	4.46	60	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__CG2-30-46-19	s__	1.152	1.055	NA	0.065	NA	0.805	0.299	NA	NA	0.028	0.008	0.006	0.020	NA
Saltmarsh	bin_67	2307468	218	17207	42.94185088	87.87	5.16	7.69	d__Archaea	p__Thermoplasmatota	c__E2	o__DHVEG-1	f__DHVEG-1	g__	s__	0.296	0.264	NA	0.066	NA	0.267	0.115	NA	NA	0.397	0.216	0.272	0.199	NA
Saltmarsh	bin_68	3042765	510	7055	33.44011373	77.4	6.08	10.26	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Lutimonas	s__	0.029	0.116	NA	0.183	NA	0.064	0.036	NA	NA	0.006	0.007	0.008	0.009	NA
Saltmarsh	bin_69	5548115	630	11578	53.54848246	92.75	3.55	28.57	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__Desulfacyla	s__	0.107	0.111	NA	0.104	NA	0.106	0.052	NA	NA	0.004	0.004	0.001	0.018	NA
Saltmarsh	bin_7	4335279	408	15761	41.34921912	98.39	4.97	9.09	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA12481	g__	s__	0.011	0.091	NA	0.646	NA	0.010	0.007	NA	NA	0.070	0.059	0.072	0.304	NA
Saltmarsh	bin_70	2503919	78	60433	42.13876821	93.81	1.12	0	d__Bacteria	p__WOR-3	c__WOR-3	o__SM23-42	f__SM23-42	g__	s__	0.132	0.168	NA	0.251	NA	0.108	0.058	NA	NA	0.076	0.036	0.056	0.061	NA
Saltmarsh	bin_71	3566340	283	25324	61.48642609	85.32	2.02	33.33	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UBA7937	f__B3-Chlor	g__B3-Chlor	s__	0.745	0.929	NA	0.501	NA	0.507	0.527	NA	NA	0.041	0.023	0.024	0.171	NA
Saltmarsh	bin_72	2733091	348	10097	45.27330475	94.72	5.45	0	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__UBA5629	g__	s__	0.163	0.146	NA	0.019	NA	0.088	0.032	NA	NA	0.009	0.005	0.006	0.020	NA
Saltmarsh	bin_73	2411126	48	99692	44.86662586	98.91	1.35	0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Nitrosococcales	f__Methylophagaceae	g__	s__	0.122	0.094	NA	0.004	NA	1.371	0.608	NA	NA	0.056	0.104	0.079	0.171	NA
Saltmarsh	bin_74	9608568	684	22774	41.07073686	92.51	7.26	10	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__UBA2199	f__UBA2199	g__	s__	0.557	0.202	NA	0.082	NA	0.323	0.195	NA	NA	0.089	0.064	0.068	0.180	NA
Saltmarsh	bin_75	1185266	239	5442	51.72494341	55.74	0.99	0	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__RBG-16-60-22	g__W425	s__	0.147	0.119	NA	0.033	NA	0.121	0.046	NA	NA	0.015	0.007	0.006	0.012	NA
Saltmarsh	bin_76	2806237	217	19801	38.18857914	92.68	5	36.36	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UBA6429	f__UBA6429	g__JAGLTQ01	s__	0.444	0.268	NA	0.035	NA	0.491	0.403	NA	NA	0.108	0.062	0.047	0.026	NA
Saltmarsh	bin_77	3136658	255	21181	65.16424071	74.22	5.17	0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__B4-G1	g__JAFGED01	s__	0.137	0.115	NA	0.045	NA	0.099	0.102	NA	NA	0.031	0.025	0.029	0.076	NA
Saltmarsh	bin_78	2341652	156	22428	52.73457094	92.4	1.49	42.86	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__SZUA-76	f__SZUA-76	g__	s__	0.166	0.104	NA	0.013	NA	0.159	0.082	NA	NA	0.758	0.546	0.680	1.011	NA
Saltmarsh	bin_79	2921271	294	12749	42.64736586	92.54	6.12	80	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UBA6429	f__UBA6429	g__JAGLTQ01	s__	1.195	0.757	NA	0.063	NA	8.941	4.733	NA	NA	0.783	1.159	0.739	0.725	NA
Saltmarsh	bin_8	1348630	152	12315	39.73186772	79.55	4.71	14.29	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	o__UM-FILTER-43-11	f__UM-FILTER-43-11	g__	s__	0.105	0.127	NA	0.042	NA	0.130	0.113	NA	NA	0.064	0.029	0.027	0.242	NA
Saltmarsh	bin_80	1817051	299	6667	35.50537069	81.36	0.85	100	d__Bacteria	p__Atribacterota	c__JS1	o__SB-45	f__34-128	g__34-128	s__	0.772	1.110	NA	2.215	NA	0.373	0.076	NA	NA	0.038	0.013	0.008	0.059	NA
Saltmarsh	bin_81	3097757	459	7972	42.56862399	63.97	2.59	100	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__SZUA-229	f__	g__	s__	0.275	0.123	NA	0.020	NA	0.182	0.102	NA	NA	0.104	0.044	0.030	0.007	NA
Saltmarsh	bin_82	2655514	180	24928	40.40011869	86.19	2.62	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__LD21	s__	0.239	0.224	NA	0.505	NA	0.148	0.103	NA	NA	0.009	0.006	0.007	0.042	NA
Saltmarsh	bin_83	3618813	395	11606	55.61188406	94	7.09	8.33	d__Bacteria	p__Spirochaetota	c__B62-G9	o__B62-G9	f__B62-G9	g__JAGLSF01	s__	0.091	0.106	NA	0.064	NA	0.093	0.083	NA	NA	0.006	0.004	0.004	0.012	NA
Saltmarsh	bin_84	3146973	75	95763	34.01155528	100	1.08	25	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Crocinitomicaceae	g__UBA4466	s__	0.004	0.003	NA	0.001	NA	0.408	0.547	NA	NA	0.046	0.250	0.312	0.057	NA
Saltmarsh	bin_85	7029334	529	20457	47.10037539	98.27	5.13	0	d__Bacteria	p__KSB1	c__UBA2214	o__UBA2214	f__Zgenome-0027	g__	s__	0.096	0.132	NA	0.117	NA	0.081	0.039	NA	NA	0.039	0.026	0.026	0.105	NA
Saltmarsh	bin_86	4518316	900	5452	54.85055305	71.45	2.2	0	d__Bacteria	p__Fermentibacterota	c__JAFGKV01	o__JAFGKV01	f__JAFGKV01	g__	s__	0.069	0.123	NA	0.033	NA	0.057	0.041	NA	NA	0.014	0.007	0.009	0.035	NA
Saltmarsh	bin_87	5140400	331	26842	62.62424652	90	7.45	46.15	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAYZQ01	f__JAAYZQ01	g__	s__	0.257	0.350	NA	1.083	NA	0.187	0.330	NA	NA	0.006	0.005	0.007	0.026	NA
Saltmarsh	bin_88	4861316	947	5480	55.16147734	69.4	7.45	9.09	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA4823	g__CTSoil-045	s__	0.088	0.109	NA	0.015	NA	0.076	0.079	NA	NA	0.002	0.003	0.003	0.009	NA
Saltmarsh	bin_89	3069678	163	30584	51.45646967	93.94	5.19	28.12	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__SZUA-152	f__SZUA-152	g__SZUA-152	s__	0.529	0.381	NA	0.071	NA	1.536	0.643	NA	NA	0.416	0.303	0.297	0.334	NA
Saltmarsh	bin_9	2794299	614	4765	60.93540654	53.87	4.65	44.44	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__LZORAL124-64-63	f__LZORAL124-64-63	g__JAGLCY01	s__	0.005	0.013	NA	0.310	NA	0.005	0.005	NA	NA	0.000	0.000	0.000	0.001	NA
Saltmarsh	bin_90	1057244	187	6182	39.51254301	78.82	0.93	0	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BIN-L-1	s__	0.078	0.108	NA	0.113	NA	0.080	0.088	NA	NA	0.044	0.026	0.026	0.053	NA
Saltmarsh	bin_91	3307021	590	6244	54.80763964	60.06	5.35	84.62	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__SG8-13	g__	s__	0.169	0.390	NA	1.111	NA	0.150	0.131	NA	NA	0.012	0.007	0.007	0.040	NA
Saltmarsh	bin_92	3323388	579	6406	37.3372276	83.62	6.02	12.5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__Paludibacter	s__	0.000	0.000	NA	0.000	NA	0.001	0.431	NA	NA	0.000	0.000	0.031	0.000	NA
Saltmarsh	bin_93	4595154	255	38959	39.39838602	93.81	2.38	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__UBA9300	s__	0.266	0.282	NA	0.160	NA	0.238	0.145	NA	NA	0.006	0.003	0.003	0.016	NA
Saltmarsh	bin_94	2319615	457	5397	53.36395234	60.54	0.86	75	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__HGW-15	g__	s__	0.221	0.242	NA	0.153	NA	0.205	0.104	NA	NA	0.012	0.005	0.002	0.032	NA
Saltmarsh	bin_95	4904415	143	79163	44.41018791	74.13	3.85	0	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__	s__	0.164	0.179	NA	0.248	NA	0.192	0.080	NA	NA	0.012	0.006	0.013	0.011	NA
Saltmarsh	bin_96	693415	28	62580	42.70345478	51.85	0	0	d__Bacteria	p__Patescibacteria	c__Microgenomatia	o__UM-FILTER-39-15	f__UM-FILTER-39-15	g__	s__	0.243	0.312	NA	0.463	NA	0.238	0.174	NA	NA	0.115	0.040	0.036	0.041	NA
Saltmarsh	bin_97	2515930	328	9335	62.58456151	82.65	4.3	50	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Actibacterium_A	s__	0.027	0.030	NA	0.025	NA	0.382	0.313	NA	NA	0.011	0.043	0.037	0.009	NA
Saltmarsh	bin_98	2280264	562	4000	46.44336481	53.23	8.33	5.26	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__JAGNHN01	g__JAGNHN01	s__	0.001	0.006	NA	0.272	NA	0.001	0.001	NA	NA	0.000	0.000	0.000	0.000	NA
Saltmarsh	bin_99	2761936	392	8728	64.71297696	86.34	5.27	12.5	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__UBA5794	g__JAHEEL01	s__	0.023	0.068	NA	0.249	NA	0.019	0.029	NA	NA	0.004	0.003	0.004	0.004	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
